show_id,type,title,directors,num_directors,cast_members,num_cast,genres,num_genres,primary_genre,release_year,date_added,rating,rating_category,duration_value,duration_unit,countries,description
s4849,TV Show,Something in the Rain,unknown,0,"Son Ye-jin, Jung Hae-in, Jang So-yeon",3,"International TV Shows, Korean TV Shows, Romantic TV Shows",3,International TV Shows,2018,2018-05-26,TV-MA,adults,1.0,season,South Korea,"Reunited with her best friend’s younger brother, who’s back from a stint abroad, a recently dumped career woman begins to see him in a new light."
s4850,Movie,Fernando Sanjiao: Hombre,"Raúl Campos, Jan Suter",2,Fernando Sanjiao,1,Stand-Up Comedy,1,Stand-Up Comedy,2018,2018-05-25,TV-MA,adults,63.0,min,Argentina,Argentine actor and comedian Fernando Sanjiao uses humor and impersonations to explore the concepts of masculinity and fatherhood in modern times.
s4851,Movie,Ibiza,Alex Richanbach,1,"Gillian Jacobs, Vanessa Bayer, Phoebe Robinson, Richard Madden, Michaela Watkins, Félix Gómez",6,"Comedies, Romantic Movies",2,Comedies,2018,2018-05-25,TV-MA,adults,94.0,min,United States,"When Harper is sent to Spain for an important work meeting, her hard-partying friends tag along and convince her to pursue a fling with a famous DJ."
s4852,Movie,Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,Marcus Raboy,1,"Steve Martin, Martin Short",2,Stand-Up Comedy,1,Stand-Up Comedy,2018,2018-05-25,TV-14,not rated,74.0,min,United States,"Longtime pals and showbiz icons Steve Martin and Martin Short share countless quips, catchy tunes and hilarious stories about their lives in comedy."
s4853,TV Show,Trollhunters,unknown,0,"Kelsey Grammer, Anton Yelchin, Charlie Saxton, Lexi Medrano, Fred Tatasciore, Clancy Brown, Mark Hamill, Ron Perlman, Steven Yeun, Amy Landecker, Jonathan Hyde, Anjelica Huston, Lena Headey, David Bradley, Tom Kenny, Laraine Newman, Grey Griffin, James Purefoy",18,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy",3,Kids' TV,2018,2018-05-25,TV-Y7,kids,3.0,seasons,"United States, Mexico","After uncovering a mysterious amulet, an average teen assumes an unlikely destiny and sets out to save two worlds. Created by Guillermo del Toro."
s4854,TV Show,Mob Psycho 100,unknown,0,"Tatsuomi Hamada, Kazuki Namioka, Yuki Yoda, Ayumu Mochizuki, Atsushi Arai, Akio Otsuka, Moro Morooka",7,"International TV Shows, TV Action & Adventure, TV Comedies",3,International TV Shows,2018,2018-05-22,TV-MA,adults,1.0,season,Japan,"There's an organization gathering espers for a nefarious purpose. Powerful psychic Mob, however, is just trying to be the protagonist of his own life."
s4855,Movie,Tig Notaro Happy To Be Here,Tig Notaro,1,Tig Notaro,1,Stand-Up Comedy,1,Stand-Up Comedy,2018,2018-05-22,TV-14,not rated,58.0,min,United States,"Comedian Tig Notaro unleashes her inner prankster in a playful stand-up special packed with funny anecdotes, parenting confessions and more."
s4856,Movie,Catching Feelings,Kagiso Lediga,1,"Kagiso Lediga, Pearl Thusi, Akin Omotoso, Andrew Buckland",4,"Comedies, International Movies, Romantic Movies",3,Comedies,2018,2018-05-18,TV-MA,adults,117.0,min,South Africa,"Amid growing tensions in their marriage, a Johannesburg professor and his journalist wife find their lives upended by a famous, hard-partying author."
s4857,TV Show,Dance & Sing with True,unknown,0,"Michela Luci, Jamie Watson, Anna Claire Bartlam, Dante Zee, Eric Peterson",5,Kids' TV,1,Kids' TV,2018,2018-05-18,TV-Y,kids,1.0,season,unknown,"True and her friends are making music – and they want you to dance and sing along. So cut loose, silly goose! These fun beats are totally sweet."
s4858,TV Show,Inspector Gadget,unknown,0,"Ivan Sherry, Tara Strong, Martin Roach, Scott McCord, Lyon Smith, Derek McGrath",6,"Crime TV Shows, Kids' TV, TV Comedies",3,Crime TV Shows,2017,2018-05-18,TV-Y7,kids,4.0,seasons,"Canada, United States, France","Inspector Gadget is back and must face his old enemy, the evil Dr. Claw, who has reactivated MAD, his global crime syndicate."
s4859,Movie,Katt Williams: American Hustle (The Movie),Brit McAdams,1,"Katt Williams, Da Brat, Snoop Dogg, Tamala Jones, Jeremy Piven, Ludacris, Melanie Comarcho, Red Grant, Alphonso Mcauley, Damaine Radcliff, Taran Killam",11,Stand-Up Comedy,1,Stand-Up Comedy,2007,2018-05-17,TV-MA,adults,89.0,min,United States,"An aspiring actor leaves Hollywood and takes to the road to do stand-up after he's cast in a series of increasingly stereotypical ""black"" roles."
s4860,Movie,Food on the Go,Mercedes Cordova,1,unknown,0,"Documentaries, International Movies",2,Documentaries,2017,2018-05-16,TV-MA,adults,66.0,min,"Argentina, Italy","Epicureans and experts trace the migration of Italian cuisine and its evolution in the Americas, delving into the ideas of origin, diaspora and heritage."
s4861,Movie,Aiyaary,Neeraj Pandey,1,"Sidharth Malhotra, Manoj Bajpayee, Rakul Preet Singh, Pooja Chopra, Adil Hussain, Kumud Mishra, Naseeruddin Shah, Anupam Kher, Vikram Gokhale, Juhi Babbar",10,"Action & Adventure, Dramas, International Movies",3,Action & Adventure,2018,2018-05-15,TV-MA,adults,158.0,min,India,"When his protégé goes rogue and poses a grave threat to the government he serves, a veteran officer of the Indian Army tries to stop him at all costs."
s4862,Movie,Lupin the 3rd: The Castle of Cagliostro: Special Edition,Hayao Miyazaki,1,"Yasuo Yamada, Kiyoshi Kobayashi, Eiko Masuyama, Makio Inoue, Goro Naya, Sumi Shimamoto, Taro Ishida, Kohei Miyauchi, Ichiro Nagai",9,"Action & Adventure, Anime Features, Classic Movies",3,Action & Adventure,1979,2018-05-15,PG-13,teens,100.0,min,Japan,"Lupin, his sidekick, Jigen, and the samurai warrior Goemon set out to take over an evil counterfeit operation at Count Cagliostro's fortress."
s4863,TV Show,Saint Seiya: The Lost Canvas,unknown,0,"Tetsuya Kakihara, Hiro Shimono, Aya Hirano, Atsushi Abe, Sanae Kobayashi, Kenta Miyake, Tomohiro Tsuboi, Nana Mizuki, Shigeru Chiba",9,"Anime Series, International TV Shows",2,Anime Series,2009,2018-05-15,TV-MA,adults,1.0,season,Japan,This anime adventure follows the battle between a saint of Athena and an avatar of Hades who's working on a painting that could destroy the world.
s4864,Movie,Ali Wong: Hard Knock Wife,Jay Karas,1,Ali Wong,1,Stand-Up Comedy,1,Stand-Up Comedy,2018,2018-05-13,TV-MA,adults,64.0,min,United States,"Two years after the hit ""Baby Cobra,"" Ali Wong is back with another baby bump – and a torrent of hilarious truths about marriage and motherhood."
s4865,Movie,Spivak,"Anthony Abrams, Adam Larson Broder",2,"Michael Bacall, Maggie Lawson, Elden Henson, Robert Kazinsky, Mark Webber, Chloe Wepper",6,"Comedies, Independent Movies",2,Comedies,2017,2018-05-12,TV-MA,adults,92.0,min,United States,Struggling writer Wally Spivak is stuck in a rut – until he meets an engaged couple and starts to see life in a whole new way.
s4866,TV Show,Bill Nye Saves the World,unknown,0,"Bill Nye, Karlie Kloss, Derek Muller, Emily Calandrelli, Nazeem Hussain, Joanna Hausmann",6,Stand-Up Comedy & Talk Shows,1,Stand-Up Comedy & Talk Shows,2018,2018-05-11,TV-14,not rated,3.0,seasons,United States,Emmy-winning host Bill Nye brings experts and famous guests to his lab for a talk show exploring scientific issues that touch our lives.
s4867,Movie,Carlos Ballarta: Furia Ñera,"Raúl Campos, Jan Suter",2,Carlos Ballarta,1,Stand-Up Comedy,1,Stand-Up Comedy,2018,2018-05-11,TV-MA,adults,63.0,min,Mexico,Mexican comic Carlos Ballarta mocks himself and points out the absurdities of parenthood and how he uses his wife's pregnancies to avoid commitments.
s4868,TV Show,Evil Genius,"Trey Borzillieri, Barbara Schroeder",2,unknown,0,"Crime TV Shows, Docuseries, TV Mysteries",3,Crime TV Shows,2018,2018-05-11,TV-MA,adults,1.0,season,United States,This baffling true crime story starts with the grisly death of a pizza man who robs a bank with a bomb around his neck – and gets weirder from there.
s4869,Movie,The Kissing Booth,Vince Marcello,1,"Joey King, Joel Courtney, Jacob Elordi, Molly Ringwald",4,"Comedies, Romantic Movies",2,Comedies,2018,2018-05-11,TV-14,not rated,105.0,min,"United Kingdom, United States","When teenager Elle's first kiss leads to a forbidden romance with the hottest boy in high school, she risks her relationship with her best friend."
s4870,TV Show,The Who Was? Show,unknown,0,"Haley Tju, Adam Hochstetter, Kirrilee Berger, Lilla Crawford, Bentley Green, Zach Timson, Andrew Daly, H. Jon Benjamin",8,"Kids' TV, TV Comedies",2,Kids' TV,2018,2018-05-11,TV-PG,teens,1.0,season,United States,Fresh voices bring some of the most famous names in history to life. A live-action sketch comedy show based on the series of best-selling books.
s4871,Movie,Hari Kondabolu: Warn Your Relatives,Bobcat Goldthwait,1,Hari Kondabolu,1,Stand-Up Comedy,1,Stand-Up Comedy,2018,2018-05-08,TV-MA,adults,67.0,min,United States,"Hari Kondabolu breaks down identity politics, celebrity encounters, his mango obsession and more in an unpredictable stand-up comedy special."
s4872,Movie,My Fuhrer,Dani Levy,1,"Helge Schneider, Ulrich Mühe, Sylvester Groth, Adriana Altaras, Stefan Kurt, Ulrich Noethen, Lambert Hamel, Udo Kroschwald, Torsten Michaelis, Axel Werner",10,"Comedies, International Movies",2,Comedies,2007,2018-05-07,TV-14,not rated,91.0,min,Germany,Germany's most celebrated actor is commissioned by Nazi propagandist Joseph Goebbels to prepare the leader of the Third Reich to deliver a speech.
s4873,Movie,Family Blood,Sonny Mallhi,1,"James Ransone, Vinessa Shaw, Ajiona Alexus, Colin Ford",4,Horror Movies,1,Horror Movies,2018,2018-05-05,TV-MA,adults,92.0,min,United States,"A former addict moves to a new city with her children for a fresh start, but her struggle soon takes on an unexpected, supernatural dimension."
s4874,Movie,Pup Star: World Tour,Robert Vince,1,"Jed Ress, Makenzie Moss, Denisse Ojeda, Reggie De Leon, David DeLuise, Kaitlyn Maher, Jorge Diaz, George Newbern, Diedrich Bader, Mackenzie Sol",10,"Children & Family Movies, Comedies, Music & Musicals",3,Children & Family Movies,2018,2018-05-05,G,kids,87.0,min,"Canada, Japan, United States","Talented pooches from around the world compete to be the next Pup Star, but behind-the-scenes schemes threaten to ruin the fun."
s4875,TV Show,A Little Help with Carol Burnett,unknown,0,"Carol Burnett, Russell Peters, Mark Cuban, Taraji P. Henson, Brittany Snow, Wanda Sykes, Derek Hough, Billy Eichner, Lisa Kudrow, Candace Cameron Bure, DJ Khaled, Tony Hale, Julie Bowen",13,"Stand-Up Comedy & Talk Shows, TV Comedies",2,Stand-Up Comedy & Talk Shows,2018,2018-05-04,TV-G,family,1.0,season,United States,"Comedy icon Carol Burnett returns to TV with a panel of clever kids, who help adults and celebrity guests solve their problems with brutal honesty."
s4876,Movie,Anon,Andrew Niccol,1,"Clive Owen, Amanda Seyfried, Colm Feore, Sonya Walger, Mark O'Brien, Joe Pingue, Iddo Goldberg, Sebastian Pigott, Rachel Roberts, Ethan Tavares",10,"Dramas, Sci-Fi & Fantasy, Thrillers",3,Dramas,2018,2018-05-04,TV-MA,adults,100.0,min,"United Kingdom, Canada, United States, Germany","In a future where technology has rendered privacy obsolete, a detective investigates a serial assassin who has been deleted from all visual records."
s4877,Movie,Dany Boon: Des Hauts De France,Isabelle Nanty,1,Dany Boon,1,Stand-Up Comedy,1,Stand-Up Comedy,2018,2018-05-04,TV-MA,adults,113.0,min,France,"In an eclectic one-man show, French superstar Dany Boon reflects on his homeland, his first comedy gig and the challenges of parenting hostile teens."
s4878,Movie,End Game,"Rob Epstein, Jeffrey Friedman",2,unknown,0,Documentaries,1,Documentaries,2018,2018-05-04,TV-PG,teens,40.0,min,United States,"Facing an inevitable outcome, terminally ill patients meet extraordinary medical practitioners seeking to change our approach to life and death."
s4879,Movie,Forgive Us Our Debts,Antonio Morabito,1,"Marco Giallini, Claudio Santamaria, Jerzy Stuhr, Flonja Kodheli",4,"Dramas, International Movies",2,Dramas,2018,2018-05-04,TV-MA,adults,105.0,min,"Italy, Switzerland, Albania, Poland","Threatened by creditors, a newly unemployed man agrees to work for a debt collector, but soon discovers his deal with the devil has unexpected costs."
s4880,TV Show,Kong: King of the Apes,unknown,0,"Lee Tockar, Sam Vincent, Alessandro Juliani, Tabitha St. Germain, Kathleen Barr, Viv Leacock, Shannon Chan-Kent, Vincent Tong",8,Kids' TV,1,Kids' TV,2018,2018-05-04,TV-Y7,kids,2.0,seasons,"United States, Japan, Canada","In 2050, an evil scientist is about to unleash an army of robotic dinosaurs. Now it's up to Kong and friends to fight back and save the day."
s4881,Movie,Lo más sencillo es complicarlo todo,Rene Bueno,1,"Danna Paola, Marjorie De Sousa, Alosian Vivancos, Daniela Wong, Lalo Brito, Eduardo Tanús, Paulina Matos, Fernando Sarfati, Lorena San Martín, Consuelo Vega",10,"Comedies, International Movies, Romantic Movies",3,Comedies,2018,2018-05-04,TV-14,not rated,94.0,min,Mexico,"When a 17-year-old learns the TV news host she pines for is engaged, she and her best friend launch an elaborate plan to prevent his marriage."
s4882,Movie,Manhunt,John Woo,1,"Zhang Hanyu, Masaharu Fukuyama, Qi Wei, Ji-won Ha, Jun Kunimura, Angeles Woo, Nanami Sakuraba",7,"Action & Adventure, International Movies",2,Action & Adventure,2017,2018-05-04,TV-MA,adults,109.0,min,"China, Hong Kong",A Chinese pharmaceutical lawyer framed for a vile crime teams up with a sharp-witted Japanese detective to stop a dangerous corporate plot.
s4883,Movie,Thi Mai,Patricia Ferreira,1,"Carmen Machi, Adriana Ozores, Aitana Sánchez-Gijón, Dani Rovira, Eric Nguyen, Pedro Casablanc, José Troncoso, José Burgos, Ana López, Pedro Miguel Martínez, Nguyen Ngan Ha",11,"Comedies, Dramas, International Movies",3,Comedies,2017,2018-05-04,TV-MA,adults,99.0,min,Spain,"Along with her two friends, a determined woman travels to Vietnam to bring home the baby her recently deceased daughter had planned to adopt."
s4884,Movie,Si saben cómo me pongo ¿pá qué me invitan?,Fernando Ayllón,1,"Ricardo Quevedo, Iván Marín, Freddy Beltrán, Nelson Polanía, Fabiola Posada, Liss Pereira, Jessica Sanjuan, Lina Cardona",8,"Comedies, International Movies",2,Comedies,2018,2018-05-03,TV-MA,adults,89.0,min,Colombia,"When four unhappy couples attend a spiritual retreat at a resort to try and solve their relationship troubles, shenanigans ensue."
s4885,Movie,Jailbreak,Jimmy Henderson,1,"Jean-Paul Ly, Dara Our, Tharoth Sam, Dara Phang, Celine Tran, Savin Phillip, Sok Visal",7,"Action & Adventure, International Movies",2,Action & Adventure,2017,2018-05-02,TV-MA,adults,92.0,min,Cambodia,Four cops escorting a mobster to a high-security prison fight for survival when a gang boss orchestrates a riot from outside to silence their charge.
s4886,Movie,Ajji,Devashish Makhija,1,"Sushama Deshpande, Abhishek Banerjee, Smita Tambe, Sharvani Suryavanshi, Vikas Kumar, Sadiya Siddiqui, Sudhir Pandey, Manuj Sharma",8,"Dramas, International Movies",2,Dramas,2017,2018-05-01,TV-MA,adults,105.0,min,India,"When her small granddaughter is sexually assaulted by a powerful man and no justice is served, a poor, frail old woman plots her violent revenge."
s4887,Movie,CIA: Comrade in America,Amal Neerad,1,"Dulquer Salmaan, Karthika Muraleedharan, Siddique, Soubin Shahir, Dileesh Pothan, John Vijay, Chandini Sreedharan, Jinu Joseph, Sujith Shankar, Alencier Ley Lopez",10,"Action & Adventure, Dramas, Independent Movies",3,Action & Adventure,2017,2018-05-01,TV-14,not rated,130.0,min,India,"A young man in Kerala has two weeks to stop the woman he loves from a fixed marriage in the U.S., but he doesn't have the papers to get there."
s4888,Movie,Coffee for All,"Fluvio Iannuci, Roly Santos",2,unknown,0,"Documentaries, International Movies",2,Documentaries,2017,2018-05-01,TV-PG,teens,69.0,min,"Italy, United States, Argentina","In Naples, Buenos Aires and New York, people reflect on the Neapolitan tradition of ""suspended coffee"" and how it changed their lives."
s4889,Movie,Darc,Julius R. Nasso,1,"Tony Schiena, Armand Assante, Kippei Shiina, Sho Ikushima, Vienna Hehir, Tetsu Watanabe, Grand Master John U. Kim, Dawn Olivieri",8,"Action & Adventure, Independent Movies",2,Action & Adventure,2018,2018-05-01,TV-MA,adults,98.0,min,United States,"To bring down a global human trafficking ring, an Interpol agent recruits the help of a brutal criminal with inside knowledge of the yakuza."
s4890,Movie,Despido Procedente,Lucas Figueroa,1,"Imanol Arias, Darío Grandinetti, Hugo Silva, Luis Luque, Miguel Ángel Solá, Tomás Pozzi, Valeria Alonso",7,"Comedies, International Movies",2,Comedies,2017,2018-05-01,TV-MA,adults,90.0,min,"Argentina, Spain","A Spaniard working in Argentina sees his life upended after accidentally giving bad directions to a passerby, who demands compensation for the error."
